site_no,site_name,street_address,city_state_zip,county,media,violation_date,violation,status,resolved_date,document,full_address,latitude,longitude,id
178611,Clifton Taylor Prop,5068 Crisfield Hwy,"Marion Station, MD, 21838",Somerset,SWP-Scrap Tire,2023/06/10,Collecting ~200 STs; No ST Lic,Returned to Compliance,2023/07/11,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3030325,"5068 Crisfield Hwy, Marion Station, MD, 21838",,,74
177239,Raynard Percy Stanley Property,5327 Beaver Neck Village Rd,"Linkwood, MD, 21835",Dorchester,SWP-Refuse Disposal,2023/05/15,Unauthorized system of refuse disposal,Returned to Compliance,2024/03/12,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3018465,"5327 Beaver Neck Village Rd, Linkwood, MD, 21835",,,75
79218,SHA Bridge 0327103,"MD 702 EBR over Northeast Creek, Northeast Creek","Middle River, MD, 21220",Baltimore,SWP-Hazardous Waste,2023/07/11,There is no adequate containment system in place [COMAR 26.13.05.09H]\line\line,Returned to Compliance,2023/06/02,,"MD 702 EBR over Northeast Creek, Northeast Creek, Middle River, MD, 21220",,,76
5176,Carroll County General Hospital,200 Memorial Ave,"Westminster, MD, 21157",Carroll,SWP-Hazardous Waste,2024/10/07,Batteries not in a container,Returned to Compliance,2024/09/20,,"200 Memorial Ave, Westminster, MD, 21157",39.5586013,-76.9895538,77
4906,Havre De Grace Military Reservation,301 Old Bay Ln,"Havre De Grace, MD, 21078",Harford,SWP-Hazardous Waste,2025/06/10,Hazardous waste accumulation on-site for  over 90 days without permit; unless accumulation's allowed for 180 days Ref. 26.13.03.05E(2) [COMAR 26.13.03.05E(1)]\line\line,"Ongoing, Referred to Enforcement",2025/07/23,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3353784,"301 Old Bay Ln, Havre De Grace, MD, 21078",39.5349206,-76.1078089,78
139943,Richard Jones Farm,641 Critcher Rd,"Pocomoke City, MD, 21851",Worcester,SWP-Refuse Disposal,2024/08/20,Solid Waste Open Dump,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3200061,"641 Critcher Rd, Pocomoke City, MD, 21851",,,79
183119,C.N. Lighting Supply,4318 Washington Blvd,"Halethorpe, MD, 21227",Baltimore,SWP-Hazardous Waste,2024/11/12,"Batteries not in a container marked with the words ""universal waste""",Returned to Compliance,2024/11/05,,"4318 Washington Blvd, Halethorpe, MD, 21227",39.2393527,-76.6823893,80
33507,Thomas Salvage Yard,4479 Ocean Gateway,"Trappe, MD, 21673",Talbot,SWP-Scrap Tire,2024/03/04,Approximately 1685 scrap tires stockpiled,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3117310,"4479 Ocean Gateway, Trappe, MD, 21673",38.6723411,-76.0557378,81
147343,VA MD Healthcare System - Loch Raven VAMC,3900 Loch Raven Blvd,"Baltimore City, MD, 21218",Baltimore City,SWP-Hazardous Waste,2025/03/12,Four boxes not labeled or closed.,Returned to Compliance,2025/03/07,,"3900 Loch Raven Blvd, Baltimore City, MD, 21218",,,82
28954,Recycle One Processing & Transfer Station,4700 Lawrence Street,"Hyattsville, MD, 20781",Prince George's,SWP-Refuse Disposal,2024/09/13,See above checklist for permit condition violations,"Ongoing, Referred to Enforcement",,,"4700 Lawrence Street, Hyattsville, MD, 20781",,,83
176424,Excel One Contracting,600 Crain Hwy,"Upper Marlboro, MD, 20774",Prince George's,SWP-Refuse Disposal,2022/09/20,Operating an open dump,"Ongoing, Referred to Enforcement",,,"600 Crain Hwy, Upper Marlboro, MD, 20774",38.8300179,-76.7321058,84
1766,Wiliam F. Bolger Center,9600 Newbridge Dr,"Potomac, MD, 20858",Montgomery,SWP-Hazardous Waste,2021/07/06,Incorrect labeling of 2 light bulb boxes,Returned to Compliance,2021/07/02,,"9600 Newbridge Dr, Potomac, MD, 20858",39.0212564,-77.1864187,85
147639,Stoltzfus Forest Products Company,135 Moore Rd,"Conowingo, MD, 21918",Cecil,SWP-Natural Wood Waste,2022/05/19,No Natural Wood Waste Permit,Returned to Compliance,2022/07/15,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2906809,"135 Moore Rd, Conowingo, MD, 21918",,,86
20506,Smith Island Incinerator,3780 Smith Island Rd,"Ewell, MD, 21824",Somerset,SWP-Refuse Disposal,2024/10/31,Incinerator building is not locked and the certified person is not on site during operations,Returned to Compliance,2025/06/14,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3234769,"3780 Smith Island Rd, Ewell, MD, 21824",37.9886435,-76.0406113,87
4323,NORTHROP GRUMMAN SYSTEMS CORPORATION - Beltsville,11313  Frederick Ave,"Beltsville, MD, 20705",Prince George's,SWP-Hazardous Waste,2022/08/05,Universal waste was kept in unmarked container that was not closed.,Returned to Compliance,2022/07/28,,"11313  Frederick Ave, Beltsville, MD, 20705",39.0388376,-76.9032848,88
9496,Home Depot HD2554,6003 Oxon Hill Rd,"Oxon Hill, MD, 20745",Prince George's,SWP-Hazardous Waste,2025/04/09,Batteries not managed properly,"Ongoing, Referred to Enforcement",2025/03/27,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3337260,"6003 Oxon Hill Rd, Oxon Hill, MD, 20745",38.8057579,-76.9786398,89
35717,Diesel Auto Solutions,706b Pulaski Hwy,"Joppa, MD, 21085",Harford,SWP-Scrap Tire,2022/03/25,No ST License,Returned to Compliance,2022/09/14,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2893372,"706b Pulaski Hwy, Joppa, MD, 21085",39.4295422,-76.3519891,90
11264,Target Store 1001,5230 Campbell Blvd,"Nottingham, MD, 21236",Baltimore,SWP-Hazardous Waste,2021/09/10,Generator did not sign and date each manifest [COMAR 26.13.03.04E(1)(a)]\line\line,Returned to Compliance,2021/09/08,,"5230 Campbell Blvd, Nottingham, MD, 21236",39.3709219,-76.4513775,91
4324,Martin State Airport,701 Wilson Point Rd,"Middle River, MD, 21220",Baltimore,SWP-Hazardous Waste,2023/01/27,"Contingency plan does not contain coordinator's name, phone numbers, and addresses [COMAR 26.13.05.04C(4)]\line\line",Returned to Compliance,2022/12/14,,"701 Wilson Point Rd, Middle River, MD, 21220",39.3189604,-76.4101344,92
10777,Flavor & Fragrance Specialties,"8800 Kelso Dr, Ste P","Essex, MD, 21221",Baltimore,SWP-Hazardous Waste,2022/07/18,"Satellite accumulation containers are not marked ""Hazardous Waste"" or name of content [COMAR 26.13.03.05E(3)(b)]\line\line",Returned to Compliance,2022/07/20,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2944420,"8800 Kelso Dr, Ste P, Essex, MD, 21221",,,93
114006,"A & K Services, LLC",6707 Eads St,"Seat Pleasant, MD, 20743",Prince George's,SWP-Refuse Disposal,2025/10/20,"15 roll-offs with various off-site generated solid waste types inside (MSW, scrap tires, and C&D wastes).","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3391036,"6707 Eads St, Seat Pleasant, MD, 20743",38.8926779,-76.9061468,94
147825,Amazon.com Services LLC -  BWI2,2010 Broening Hwy,"Baltimore, MD, 21224",Baltimore City,SWP-Hazardous Waste,2021/11/09,Accumulation time began is not clearly marked and visible on containers [COMAR 26.13.03.05E(1)(e)]\line\line,Returned to Compliance,2021/10/28,,"2010 Broening Hwy, Baltimore, MD, 21224",39.2679483,-76.5446963,95
19538,Dorchester County DPW - Beulah Municipal Landfill,6815 E New Market Ellwood Rd,"Hurlock, MD, 21643",Dorchester,SWP-Refuse Disposal,2021/09/28,"Inspectors observed leachate seeps and exposed waste due to erosion
of unstabilized soil cover on outer landfill slopes. The facility shall
cover exposed waste, eliminate leachate seeps, correct areas affected
by erosion, ensure that 2’ final cover is replaced, and stabilize slopes
in accordance with the Permit, approved plans, and solid waste
management regulations.",Returned to Compliance,2021/12/20,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2822009,"6815 E New Market Ellwood Rd, Hurlock, MD, 21643",,,96
3468,Morgan State University,"1700 E Cold Spring Ln, Spencer Hall Rm 315","Baltimore, MD, 21251",Baltimore City,SWP-Hazardous Waste,2023/02/09,Storing universal waste batteries in a container with an absent lid.,Returned to Compliance,2024/04/02,,"1700 E Cold Spring Ln, Spencer Hall Rm 315, Baltimore, MD, 21251",,,97
10190,Northrop Grumman Systems Corp,"7040 Troy Hill Dr, Units 1A, 1B, 1C, 1D","Elkridge, MD, 21075",Howard,SWP-Hazardous Waste,2025/07/24,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" and an indication of the hazards of the content [COMAR 26.13.03.03-10A]",Returned to Compliance,2025/06/24,,"7040 Troy Hill Dr, Units 1A, 1B, 1C, 1D, Elkridge, MD, 21075",,,98
9496,Home Depot HD2554,6003 Oxon Hill Rd,"Oxon Hill, MD, 20745",Prince George's,SWP-Hazardous Waste,2025/04/09,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line","Ongoing, Referred to Enforcement",2025/02/27,,"6003 Oxon Hill Rd, Oxon Hill, MD, 20745",38.8057579,-76.9786398,99
19538,Dorchester County DPW - Beulah Municipal Landfill,6815 E New Market Ellwood Rd,"Hurlock, MD, 21643",Dorchester,SWP-Refuse Disposal,2022/04/13,excessive litter,Returned to Compliance,2022/12/02,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2905239,"6815 E New Market Ellwood Rd, Hurlock, MD, 21643",,,100
10030,Sherwin-Williams  #3348,11 S Central Ave,"Baltimore, MD, 21202",Baltimore City,SWP-Hazardous Waste,2025/09/04,Lamps were not managed properly,Returned to Compliance,2025/08/27,,"11 S Central Ave, Baltimore, MD, 21202",39.29069,-76.599485,101
152,Suburban Hospital,8600 Old Georgetown Rd,"Bethesda, MD, 20814",Montgomery,SWP-Hazardous Waste,2024/10/15,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2024/09/10,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3223657,"8600 Old Georgetown Rd, Bethesda, MD, 20814",38.998192,-77.1108161,102
9659,S E Walkers Garage,2500 Greene Rd,"Baldwin, MD, 21013",Baltimore,SWP-Scrap Tire,2021/10/13,No License,Returned to Compliance,2021/12/26,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2822930,"2500 Greene Rd, Baldwin, MD, 21013",,,103
67447,West Coast Mushrooms,342 Hopewell Rd,"Rising Sun, MD, 21911",Cecil,SWP-Composting,2023/05/10,No site plan,Returned to Compliance,2023/09/28,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3028674,"342 Hopewell Rd, Rising Sun, MD, 21911",39.6872155,-76.0655525,104
184383,Owings Automotive,861 Keith Ln,"Owings, MD, 20736",Calvert,SWP-Scrap Tire,2024/11/25,~24 scrap tires on-site without a license,Returned to Compliance,2025/01/29,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3246110,"861 Keith Ln, Owings, MD, 20736",38.6851853,-76.6151859,105
11253,Target Store T1006,10500 Campus Way South,"Upper Marlboro, MD, 20774",Prince George's,SWP-Hazardous Waste,2021/10/13,Copy of contingency plan not sent to local or state agencies [COMAR 26.13.05.04D(2)]\line\line,Returned to Compliance,2021/10/06,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2822884,"10500 Campus Way South, Upper Marlboro, MD, 20774",38.8961294,-76.8268174,106
156935,Valerie Kelm,12026 Sinepuxent Rd,"Berlin, MD, 21811",Worcester,SWP-Scrap Tire,2023/03/07,Scrap tire open dump,Returned to Compliance,2024/06/07,,"12026 Sinepuxent Rd, Berlin, MD, 21811",,,107
187814,Bevard Family LLC,Cedarville Rd,"Brandywine, MD, 20613",Prince George's,SWP-Refuse Disposal,2026/01/14,Approximately 125 scrap tires are in an open dump,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3369889,"Cedarville Rd, Brandywine, MD, 20613",38.6632403,-76.8054197,108
67447,West Coast Mushrooms,342 Hopewell Rd,"Rising Sun, MD, 21911",Cecil,SWP-Composting,2023/12/15,Significant off-site odor; Several citizen compaints,Returned to Compliance,2024/11/14,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3092386,"342 Hopewell Rd, Rising Sun, MD, 21911",39.6872155,-76.0655525,109
22050,"Cunningham Excavating, Inc",1451 Capitol Raceway Rd,"Crofton, MD, 21114",Anne Arundel,SWP-Refuse Disposal,2024/07/27,Landfill slopes not maintained.,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3200274,"1451 Capitol Raceway Rd, Crofton, MD, 21114",39.0256897,-76.6925933,110
25703,"W.L. Gore & Associates, Inc - Lovett I",101 Lovett Drive,"Elkton, MD, 21921",Cecil,SWP-Hazardous Waste,2025/05/05,Lamp boxes were open,Returned to Compliance,2025/04/28,,"101 Lovett Drive, Elkton, MD, 21921",,,111
64652,Chesapeake Wood Recycling,1726 Old Philadelphia Rd,"Elkton, MD, 21921",Cecil,SWP-Natural Wood Waste,2021/12/16,A massive pile of unprocessed wood waste (50+ feet) has been established.,Returned to Compliance,2022/05/17,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2836476,"1726 Old Philadelphia Rd, Elkton, MD, 21921",,,112
63585,Baltimore Recycling Center LLC,1030 Edison Hwy,"Baltimore, MD, 21213",Baltimore City,SWP-Refuse Disposal,2024/09/23,"Large accumulation of waste on site extending beyond the approved tipping floor. Accumulation caused by loss of processing equipment on 9/13/24.
Site Complaint SC-O-25-SW-022 to be issued.",Returned to Compliance,2024/10/21,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3222127,"1030 Edison Hwy, Baltimore, MD, 21213",39.3030238,-76.5744554,113
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2025/06/10,Observed Scrap Tires buried,"Ongoing, Referred to Enforcement",,,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,114
151191,World Recycling Company,2740 Wilmarco Avenue,"Baltimore, MD, 21223",Baltimore City,SWP-Refuse Disposal,2023/05/24,"Waste stockpiled inside and outside facility, conditions conducive to infestation. See open site complaint SC-O-23-SW-081 and SC-O-23-SW-161
Mosquito and fly infestation now on site. See open site complaint SC-O-23-SW-069",Returned to Compliance,2024/09/24,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3028939,"2740 Wilmarco Avenue, Baltimore, MD, 21223",39.2732517,-76.6592961,115
147,University of MD Medical Center Midtown Campus,827 Linden Avenue,"Baltimore, MD, 21201",Baltimore City,SWP-Hazardous Waste,2024/10/28,Accumulation time began is not clearly marked and visible on containers [COMAR 26.13.03.05E(1)(e)]\line\line,Returned to Compliance,2025/02/11,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3235915,"827 Linden Avenue, Baltimore, MD, 21201",39.2996287,-76.6208382,116
64649,"L & J Waste Recycling, LLC",222 N Calverton Rd,"Baltimore, MD, 21223",Baltimore City,SWP-Refuse Disposal,2025/02/19,Accumulation of waste on site at time of inspection extended beyond the approved tipping/waste handling area. Facility reported that accumulation would remain until estimated end of week when the facility could catch up. Site Complaint SC-O-25-ST-024 is issued to the facility for an accumulation of solid waste (C&D) on the tipping floor beyond the approved time frame and waste handling beyond the approved area.,Returned to Compliance,2025/07/16,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3281229,"222 N Calverton Rd, Baltimore, MD, 21223",39.2908627,-76.6586104,117
1794,US DEPARTMENT OF AGRICULTURE - BELTSVILLE AGRICULTURAL RESEARCH CENTER,"10300 Baltimore Ave, Bldg 33F","Beltsville, MD, 20705",Prince George's,SWP-Hazardous Waste,2022/09/08,Universal waste is not labeled.,Returned to Compliance,2022/08/23,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2943275,"10300 Baltimore Ave, Bldg 33F, Beltsville, MD, 20705",,,118
29763,Newland Park Municipal Landfill,6948 Brick Kiln Rd,"Salisbury, MD, 21801",Wicomico,SWP-Refuse Disposal,2024/02/12,Daily or periodic cover is not at least 6 inches,Returned to Compliance,2024/05/01,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3105959,"6948 Brick Kiln Rd, Salisbury, MD, 21801",,,119
9496,Home Depot HD2554,6003 Oxon Hill Rd,"Oxon Hill, MD, 20745",Prince George's,SWP-Hazardous Waste,2025/04/09,"Lights not labeled ""universal waste""","Ongoing, Referred to Enforcement",2025/03/27,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3337260,"6003 Oxon Hill Rd, Oxon Hill, MD, 20745",38.8057579,-76.9786398,120
171706,P&J Trucking LLC @ Belair Rd,1940 Belair Rd,"Baltimore, MD, 21213",Baltimore City,SWP-Refuse Disposal,2024/07/27,"Open dumping consists of commingled C and D waste (non-recyclable demolition debris, scrap tires, NWW with CABB, gravel, and soil)",Returned to Compliance,2025/08/15,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3211042,"1940 Belair Rd, Baltimore, MD, 21213",39.3135314,-76.5833946,121
151191,World Recycling Company,2740 Wilmarco Avenue,"Baltimore, MD, 21223",Baltimore City,SWP-Refuse Disposal,2022/07/24,Tipping or unloading areas are not regularly washed and disinfected to control off-site odors,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2940960,"2740 Wilmarco Avenue, Baltimore, MD, 21223",39.2732517,-76.6592961,122
165282,"Eisai, Inc",11675 Crossroads Circle,"Baltimore, MD, 21220",Baltimore,SWP-Hazardous Waste,2023/04/21,"Contingency plan does not contain coordinator's name, phone numbers, and addresses [COMAR 26.13.05.04C(4)]\line\line",Returned to Compliance,2023/04/20,,"11675 Crossroads Circle, Baltimore, MD, 21220",39.3537271,-76.4015121,123
167276,"""Compost Crew"" formerly known as ""Key City Compost"" at Utica Bridge Farm",10661 Stull Rd,"Thurmont, MD, 21788",Frederick,SWP-Composting,2025/04/09,NW & West perimeter Compost materials were less than 50 ft buffer from the property lines.,Returned to Compliance,2025/09/03,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3324501,"10661 Stull Rd, Thurmont, MD, 21788",,,124
33313,Just Right Automotive (#2),8949 Mistletoe Drive,"Easton, MD, 21601",Talbot,SWP-Scrap Tire,2024/02/29,No Scrap Tire License,Returned to Compliance,2024/09/19,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3117109,"8949 Mistletoe Drive, Easton, MD, 21601",,,125
19069,Cecil County Central Landfill,758 East Old Philadelphia Rd,"Elkton, MD, 21921",Cecil,SWP-Refuse Disposal,2022/03/10,Leachate outbreaks are not prevented,Returned to Compliance,2022/02/28,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2882311,"758 East Old Philadelphia Rd, Elkton, MD, 21921",,,126
